level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	3	1	1	7	531	546	147	26	96.028763	indefinitely,
5	1	3	1	1	8	688	546	85	27	96.499626	ringing
5	1	3	1	1	9	783	546	41	21	96.936584	the
5	1	3	1	1	10	835	546	103	27	96.187248	sleeping
5	1	3	1	1	11	949	546	47	27	96.500587	dog
5	1	3	1	1	12	1007	546	44	21	96.500587	and
5	1	3	1	1	13	1063	552	54	15	96.563644	now
5	1	3	1	1	14	1126	546	96	21	96.026634	worried
5	1	3	1	1	15	1233	546	39	21	96.300186	fox
5	1	3	1	1	16	1281	546	55	21	96.126381	with
5	1	3	1	1	17	1347	546	132	21	96.014549	concentric
4	1	3	1	2	0	149	582	1284	27	-1	
5	1	3	1	2	1	149	582	78	21	96.415970	circles
5	1	3	1	2	2	237	582	24	21	96.954056	of
5	1	3	1	2	3	271	582	100	27	95.711426	glowing
5	1	3	1	2	4	383	582	73	27	95.809410	liquid.
5	1	3	1	2	5	464	582	45	21	96.979385	The
5	1	3	1	2	6	520	582	53	27	96.527199	pool
5	1	3	1	2	7	585	582	40	21	96.951347	has
5	1	3	1	2	8	636	582	43	21	96.465271	lost
5	1	3	1	2	9	690	582	27	21	96.832832	its
5	1	3	1	2	10	728	582	117	21	96.470383	reflection
5	1	3	1	2	11	857	582	19	21	96.647514	in
5	1	3	1	2	12	886	582	40	21	96.956810	the
5	1	3	1	2	13	937	582	90	27	96.728828	spread,
5	1	3	1	2	14	1038	582	93	21	96.576538	imbued
5	1	3	1	2	15	1142	582	55	21	96.810852	with
5	1	3	1	2	16	1207	588	28	15	96.546829	an
5	1	3	1	2	17	1246	582	63	21	96.588943	inner
5	1	3	1	2	18	1319	582	54	27	96.462288	light
5	1	3	1	2	19	1382	582	51	21	96.940338	that
4	1	3	1	3	0	150	618	1346	27	-1	
5	1	3	1	3	1	150	624	77	15	96.097122	seems
5	1	3	1	3	2	236	620	26	19	96.097122	to
5	1	3	1	3	3	273	618	58	21	95.629318	have
5	1	3	1	3	4	342	618	28	21	95.629318	its
5	1	3	1	3	5	379	624	54	15	96.843239	own
5	1	3	1	3	6	443	618	122	26	96.755157	authority,
5	1	3	1	3	7	574	618	91	27	96.752029	though
5	1	3	1	3	8	676	620	41	19	96.919037	not
5	1	3	1	3	9	728	618	85	27	95.800293	lacking
5	1	3	1	3	10	825	618	19	21	96.943108	in
5	1	3	1	3	11	854	618	104	21	96.699257	warmth.
5	1	3	1	3	12	967	619	17	20	96.030159	A
5	1	3	1	3	13	994	624	60	15	96.030159	once
5	1	3	1	3	14	1064	618	44	21	95.517860	dull
5	1	3	1	3	15	1119	618	44	21	96.871178	and
5	1	3	1	3	16	1175	618	81	21	96.322601	listless
5	1	3	1	3	17	1267	618	77	27	96.408897	pooch
5	1	3	1	3	18	1355	624	54	15	96.788963	now
5	1	3	1	3	19	1419	618	77	21	96.946983	shines
4	1	3	1	4	0	149	654	1320	27	-1	
5	1	3	1	4	1	149	654	55	21	96.458603	with
5	1	3	1	4	2	214	654	41	21	96.951157	the
5	1	3	1	4	3	266	654	112	21	95.996811	brilliance
5	1	3	1	4	4	388	654	25	21	96.981438	of
5	1	3	1	4	5	422	660	11	15	96.663460	a
5	1	3	1	4	6	445	654	101	26	96.419785	recently
5	1	3	1	4	7	555	654	97	21	96.419785	cleaned
5	1	3	1	4	8	664	654	82	27	96.200218	pinball
5	1	3	1	4	9	757	654	105	21	93.255363	machine
5	1	3	1	4	10	873	666	21	2	92.500008	—
5	1	3	1	4	11	905	654	162	27	96.697395	unknowingly
5	1	3	1	4	12	1077	654	146	27	95.847961	showcasing
5	1	3	1	4	13	1234	660	12	15	96.791702	a
5	1	3	1	4	14	1257	654	97	21	96.597603	rescued
5	1	3	1	4	15	1365	660	69	15	96.417519	sense
5	1	3	1	4	16	1444	654	25	21	96.856834	of
4	1	3	1	5	0	150	696	67	15	-1	
5	1	3	1	5	1	150	696	67	15	96.394676	neon.
2	1	4	0	0	0	151	874	620	52	-1	
3	1	4	1	0	0	151	874	620	52	-1	
4	1	4	1	1	0	151	874	620	52	-1	
5	1	4	1	1	1	151	874	620	52	96.058098	DELIVERABLES
2	1	5	0	0	0	163	1064	1360	38	-1	
3	1	5	1	0	0	163	1064	1360	38	-1	
4	1	5	1	1	0	163	1064	1360	38	-1	
5	1	5	1	1	1	163	1068	154	23	96.712181	Services
5	1	5	1	1	2	553	1064	203	38	96.384811	Description
5	1	5	1	1	3	947	1068	103	23	91.701813	Hours
5	1	5	1	1	4	1098	1068	82	23	0.000000	Rate
5	1	5	1	1	5	1191	1068	149	29	0.000000	perhour
5	1	5	1	1	6	1372	1068	151	23	95.552849	Subtotal
2	1	6	0	0	0	165	1114	1329	66	-1	
3	1	6	1	0	0	165	1114	1329	66	-1	
4	1	6	1	1	0	165	1114	1329	30	-1	
5	1	6	1	1	1	165	1117	110	27	96.803650	Branding
5	1	6	1	1	2	286	1117	44	21	96.862068	and
5	1	6	1	1	3	342	1117	97	26	95.970428	Identity
5	1	6	1	1	4	552	1117	44	21	96.988251	The
5	1	6	1	1	5	606	1117	67	27	96.673233	quick
5	1	6	1	1	6	684	1117	79	21	96.439110	brown
5	1	6	1	1	7	773	1117	40	21	96.399940	fox
5	1	6	1	1	8	983	1118	29	20	96.877838	20
5	1	6	1	1	9	1194	1114	49	27	87.913956	SXX
5	1	6	1	1	10	1402	1114	92	28	83.727737	SX,XXX
4	1	6	1	2	0	550	1153	333	27	-1	
5	1	6	1	2	1	550	1153	97	27	96.348846	jumped
5	1	6	1	2	2	657	1159	56	15	96.524078	over
5	1	6	1	2	3	722	1153	41	21	96.398117	the
5	1	6	1	2	4	774	1153	47	26	96.856331	lazy
5	1	6	1	2	5	830	1153	53	27	95.304314	dog.
2	1	7	0	0	0	155	1209	1389	9	-1	
3	1	7	1	0	0	155	1209	1389	9	-1	
4	1	7	1	1	0	155	1209	1389	9	-1	
5	1	7	1	1	1	155	1209	1389	9	95.000000	 
2	1	8	0	0	0	163	1221	1340	102	-1	
3	1	8	1	0	0	163	1221	1340	102	-1	
4	1	8	1	1	0	163	1221	1340	30	-1	
5	1	8	1	1	1	163	1224	59	21	96.669067	Web
5	1	8	1	1	2	232	1224	81	27	96.390671	design
5	1	8	1	1	3	553	1224	51	21	96.579857	Soft
5	1	8	1	1	4	614	1224	96	21	96.548958	clusters
5	1	8	1	1	5	720	1224	25	21	96.995834	of
5	1	8	1	1	6	755	1224	77	21	96.840950	leaves
5	1	8	1	1	7	841	1224	36	21	96.570518	fall
5	1	8	1	1	8	1194	1221	49	27	82.747032	SXX
5	1	8	1	1	9	1393	1221	110	28	84.094681	SXX,XXX
4	1	8	1	2	0	552	1260	270	27	-1	
5	1	8	1	2	1	552	1260	100	21	96.654633	without
5	1	8	1	2	2	662	1266	12	15	96.146965	a
5	1	8	1	2	3	685	1260	51	27	96.146965	plan
5	1	8	1	2	4	746	1262	26	19	96.580933	to
5	1	8	1	2	5	781	1260	41	21	96.799675	the
4	1	8	1	3	0	553	1296	95	27	-1	
5	1	8	1	3	1	553	1296	95	27	96.044907	ground.
2	1	9	0	0	0	155	1333	1389	9	-1	
3	1	9	1	0	0	155	1333	1389	9	-1	
4	1	9	1	1	0	155	1333	1389	9	-1	
5	1	9	1	1	1	155	1333	1389	9	95.000000	 
2	1	10	0	0	0	165	1345	1329	132	-1	
3	1	10	1	0	0	165	1345	1329	132	-1	
4	1	10	1	1	0	165	1345	1329	30	-1	
5	1	10	1	1	1	165	1348	78	27	96.780014	Digital
5	1	10	1	1	2	255	1348	127	27	96.241135	Marketing
5	1	10	1	1	3	393	1349	81	20	96.687500	Assets
5	1	10	1	1	4	552	1348	44	21	95.631393	The
5	1	10	1	1	5	606	1348	39	21	95.631393	fox
5	1	10	1	1	6	656	1348	64	21	96.323097	looks
5	1	10	1	1	7	729	1350	26	19	96.445129	to
5	1	10	1	1	8	764	1348	41	21	96.591034	the
5	1	10	1	1	9	815	1350	67	23	96.664497	west,
5	1	10	1	1	10	1402	1345	92	28	88.406601	SX,XXX
4	1	10	1	2	0	553	1384	284	27	-1	
5	1	10	1	2	1	553	1384	53	26	96.912498	only
5	1	10	1	2	2	614	1384	57	21	96.409325	then
5	1	10	1	2	3	682	1384	104	27	96.499969	realizing
5	1	10	1	2	4	796	1384	41	21	96.562462	the
4	1	10	1	3	0	553	1420	269	27	-1	
5	1	10	1	3	1	553	1420	93	21	95.869644	horizon
5	1	10	1	3	2	657	1420	41	21	96.896690	has
5	1	10	1	3	3	708	1420	78	27	96.321518	begun
5	1	10	1	3	4	796	1422	26	19	95.757469	to
4	1	10	1	4	0	553	1461	73	16	-1	
5	1	10	1	4	1	553	1461	73	16	95.485130	curve.
2	1	11	0	0	0	155	1495	1389	9	-1	
3	1	11	1	0	0	155	1495	1389	9	-1	
4	1	11	1	1	0	155	1495	1389	9	-1	
5	1	11	1	1	1	155	1495	1389	9	95.000000	 
2	1	12	0	0	0	164	1507	1349	66	-1	
3	1	12	1	0	0	164	1507	1349	66	-1	
4	1	12	1	1	0	164	1507	1349	30	-1	
5	1	12	1	1	1	164	1510	90	21	96.525093	Motion
5	1	12	1	1	2	265	1510	109	27	96.297569	Graphics
5	1	12	1	1	3	384	1510	44	21	95.168846	and
5	1	12	1	1	4	439	1510	73	21	52.586502	Video
5	1	12	1	1	5	554	1510	99	27	78.016541	|Perhaps
5	1	12	1	1	6	662	1510	56	26	96.421646	they
5	1	12	1	1	7	728	1510	82	21	96.425156	should
5	1	12	1	1	8	821	1512	41	19	96.877342	not
5	1	12	1	1	9	1383	1507	130	28	88.181892	SXXX,XXX
4	1	12	1	2	0	553	1546	275	27	-1	
5	1	12	1	2	1	553	1546	55	21	96.843864	have
5	1	12	1	2	2	619	1542	81	35	96.565048	jumped
5	1	12	1	2	3	727	1552	26	15	96.535118	so
5	1	12	1	2	4	763	1552	65	15	96.239586	soon.
2	1	13	0	0	0	155	1601	1389	9	-1	
3	1	13	1	0	0	155	1601	1389	9	-1	
4	1	13	1	1	0	155	1601	1389	9	-1	
5	1	13	1	1	1	155	1601	1389	9	95.000000	 
2	1	14	0	0	0	165	1613	1329	66	-1	
3	1	14	1	0	0	165	1613	1329	66	-1	
4	1	14	1	1	0	165	1613	1329	30	-1	
5	1	14	1	1	1	165	1616	146	21	67.189102	Illustrations
5	1	14	1	1	2	552	1616	44	21	95.545341	The
5	1	14	1	1	3	607	1616	53	21	96.663361	hem
5	1	14	1	1	4	670	1616	25	21	96.978790	of
5	1	14	1	1	5	704	1616	41	21	96.193512	the
5	1	14	1	1	6	755	1616	54	27	96.873650	pool
5	1	14	1	1	7	1402	1613	92	28	86.568398	SXX,XX
4	1	14	1	2	0	553	1652	260	27	-1	
5	1	14	1	2	1	553	1652	105	27	96.829376	expands
5	1	14	1	2	2	668	1652	145	26	95.736336	indefinitely.
2	1	15	0	0	0	155	1707	1389	10	-1	
3	1	15	1	0	0	155	1707	1389	10	-1	
4	1	15	1	1	0	155	1707	1389	10	-1	
5	1	15	1	1	1	155	1707	1389	10	95.000000	 
2	1	16	0	0	0	165	1719	1329	66	-1	
3	1	16	1	0	0	165	1719	1329	66	-1	
4	1	16	1	1	0	165	1719	1329	30	-1	
5	1	16	1	1	1	165	1722	56	21	96.652176	Print
5	1	16	1	1	2	232	1722	84	27	96.716629	Design
5	1	16	1	1	3	552	1722	44	21	96.116440	The
5	1	16	1	1	4	607	1722	53	27	96.116440	pool
5	1	16	1	1	5	672	1722	40	21	96.682159	has
5	1	16	1	1	6	723	1722	44	21	96.564346	lost
5	1	16	1	1	7	778	1722	27	21	96.844666	its
5	1	16	1	1	8	1402	1719	92	28	80.211067	SX,XXX
4	1	16	1	2	0	553	1758	299	27	-1	
5	1	16	1	2	1	553	1758	118	21	96.587624	reflection
5	1	16	1	2	2	683	1758	19	21	95.302216	in
5	1	16	1	2	3	712	1758	41	21	96.385529	the
5	1	16	1	2	4	763	1758	89	27	96.366226	spread.
2	1	17	0	0	0	153	1108	6	711	-1	
3	1	17	1	0	0	153	1108	6	711	-1	
4	1	17	1	1	0	153	1108	6	711	-1	
5	1	17	1	1	1	153	1108	6	711	95.000000	 
2	1	18	0	0	0	542	1108	6	711	-1	
3	1	18	1	0	0	542	1108	6	711	-1	
4	1	18	1	1	0	542	1108	6	711	-1	
5	1	18	1	1	1	542	1108	6	711	95.000000	 
2	1	19	0	0	0	909	1108	6	711	-1	
3	1	19	1	0	0	909	1108	6	711	-1	
4	1	19	1	1	0	909	1108	6	711	-1	
5	1	19	1	1	1	909	1108	6	711	95.000000	 
2	1	20	0	0	0	155	1814	1389	9	-1	
3	1	20	1	0	0	155	1814	1389	9	-1	
4	1	20	1	1	0	155	1814	1389	9	-1	
5	1	20	1	1	1	155	1814	1389	9	95.000000	 
2	1	21	0	0	0	1087	1872	458	3	-1	
3	1	21	1	0	0	1087	1872	458	3	-1	
4	1	21	1	1	0	1087	1872	458	3	-1	
5	1	21	1	1	1	1087	1872	458	3	95.000000	 
2	1	22	0	0	0	1152	1873	352	36	-1	
3	1	22	1	0	0	1152	1873	352	36	-1	
4	1	22	1	1	0	1152	1873	352	36	-1	
5	1	22	1	1	1	1152	1873	136	36	96.429642	Subtotal
5	1	22	1	1	2	1393	1877	111	28	91.743538	SXX,XXX
2	1	23	0	0	0	1087	1936	458	3	-1	
3	1	23	1	0	0	1087	1936	458	3	-1	
4	1	23	1	1	0	1087	1936	458	3	-1	
5	1	23	1	1	1	1087	1936	458	3	95.000000	 
2	1	24	0	0	0	1173	1942	309	27	-1	
3	1	24	1	0	0	1173	1942	309	27	-1	
4	1	24	1	1	0	1173	1942	309	27	-1	
5	1	24	1	1	1	1173	1945	94	21	95.505219	Taxes
5	1	24	1	1	2	1415	1942	67	27	91.546341	SXXX
2	1	25	0	0	0	1087	2001	458	3	-1	
3	1	25	1	0	0	1087	2001	458	3	-1	
4	1	25	1	1	0	1087	2001	458	3	-1	
5	1	25	1	1	1	1087	2001	458	3	95.000000	 
2	1	26	0	0	0	1180	2006	333	28	-1	
3	1	26	1	0	0	1180	2006	333	28	-1	
4	1	26	1	1	0	1180	2006	333	28	-1	
5	1	26	1	1	1	1180	2010	79	21	96.249359	Total
5	1	26	1	1	2	1384	2006	129	28	91.654785	SXXX,XXX
2	1	27	0	0	0	1084	1108	4	959	-1	
3	1	27	1	0	0	1084	1108	4	959	-1	
4	1	27	1	1	0	1084	1108	4	959	-1	
5	1	27	1	1	1	1084	1108	4	959	95.000000	 
2	1	28	0	0	0	1350	1108	6	959	-1	
3	1	28	1	0	0	1350	1108	6	959	-1	
4	1	28	1	1	0	1350	1108	6	959	-1	
5	1	28	1	1	1	1350	1108	6	959	95.000000	 
2	1	29	0	0	0	1541	1108	6	958	-1	
3	1	29	1	0	0	1541	1108	6	958	-1	
4	1	29	1	1	0	1541	1108	6	958	-1	
5	1	29	1	1	1	1541	1108	6	958	95.000000	 
2	1	30	0	0	0	1087	2065	457	3	-1	
3	1	30	1	0	0	1087	2065	457	3	-1	
4	1	30	1	1	0	1087	2065	457	3	-1	
5	1	30	1	1	1	1087	2065	457	3	95.000000	 
2	1	31	0	0	0	64	76	1573	2055	-1	
3	1	31	1	0	0	64	76	1573	2055	-1	
4	1	31	1	1	0	64	76	1573	2055	-1	
5	1	31	1	1	1	64	76	1573	2055	95.000000
1	1	0	0	0	0	0	0	1700	2200	-1	
2	1	1	0	0	0	148	157	1091	53	-1	
3	1	1	1	0	0	148	157	1091	53	-1	
4	1	1	1	1	0	148	157	1091	53	-1	
5	1	1	1	1	1	148	157	502	53	94.261467	ADDITIONAL
5	1	1	1	1	2	676	157	563	53	94.261467	INFORMATION
2	1	2	0	0	0	149	389	1401	100	-1	
3	1	2	1	0	0	149	389	1401	100	-1	
4	1	2	1	1	0	150	389	1345	28	-1	
5	1	2	1	1	1	150	391	86	20	96.671638	Known
5	1	2	1	1	2	246	390	36	21	96.006073	for
5	1	2	1	1	3	291	390	33	21	96.006073	his
5	1	2	1	1	4	334	392	139	23	96.223404	sweetness,
5	1	2	1	1	5	482	390	45	21	96.584129	this
5	1	2	1	1	6	537	390	47	27	96.867737	dog
5	1	2	1	1	7	595	390	83	21	96.455650	shakes
5	1	2	1	1	8	688	390	90	21	96.322556	himself
5	1	2	1	1	9	787	390	81	21	96.466362	awake
5	1	2	1	1	10	877	390	56	21	96.845665	with
5	1	2	1	1	11	943	396	12	15	96.937553	a
5	1	2	1	1	12	965	390	80	27	96.858467	gentle
5	1	2	1	1	13	1055	396	71	21	96.854515	groan
5	1	2	1	1	14	1136	390	45	21	96.487846	and
5	1	2	1	1	15	1191	395	81	16	96.485962	cranes
5	1	2	1	1	16	1282	390	33	21	92.535759	his
5	1	2	1	1	17	1325	389	100	22	92.535759	loaf-like
5	1	2	1	1	18	1436	390	59	21	96.821411	head
4	1	2	1	2	0	149	425	1401	28	-1	
5	1	2	1	2	1	149	426	103	21	95.954773	towards
5	1	2	1	2	2	261	426	41	21	95.933540	the
5	1	2	1	2	3	312	426	39	21	96.891464	fox
5	1	2	1	2	4	360	426	56	21	96.675079	with
5	1	2	1	2	5	426	432	12	15	93.080200	a
5	1	2	1	2	6	448	425	107	28	92.090736	quizzical
5	1	2	1	2	7	567	426	62	21	96.949265	bent.
5	1	2	1	2	8	638	427	30	20	96.896858	As
5	1	2	1	2	9	677	426	56	26	96.050560	they
5	1	2	1	2	10	743	426	49	21	96.622398	lock
5	1	2	1	2	11	802	432	62	20	96.258904	eyes,
5	1	2	1	2	12	874	426	64	21	96.308113	what
5	1	2	1	2	13	947	426	72	21	96.620636	world
5	1	2	1	2	14	1029	426	56	26	96.825539	they
5	1	2	1	2	15	1095	426	68	21	96.270386	know
5	1	2	1	2	16	1174	426	16	21	95.884468	is
5	1	2	1	2	17	1199	426	86	27	95.993523	flipped
5	1	2	1	2	18	1296	426	142	27	96.728668	completely
5	1	2	1	2	19	1446	426	104	21	96.660934	towards
4	1	2	1	3	0	149	461	1123	28	-1	
5	1	2	1	3	1	149	462	41	21	96.739265	the
5	1	2	1	3	2	200	462	111	21	96.796272	southern
5	1	2	1	3	3	321	462	46	26	96.803909	sky,
5	1	2	1	3	4	377	462	44	21	96.983711	and
5	1	2	1	3	5	431	462	41	21	96.144226	the
5	1	2	1	3	6	483	462	54	27	95.662605	pool
5	1	2	1	3	7	548	462	80	21	96.875336	ushers
5	1	2	1	3	8	636	462	65	21	96.860641	them
5	1	2	1	3	9	712	462	84	26	96.356346	swiftly
5	1	2	1	3	10	805	468	56	15	96.356346	over
5	1	2	1	3	11	869	462	41	21	96.516464	the
5	1	2	1	3	12	920	462	62	27	96.405998	edge
5	1	2	1	3	13	992	462	25	21	96.633369	of
5	1	2	1	3	14	1026	462	41	21	93.257072	the
5	1	2	1	3	15	1077	461	112	22	91.599487	horizon’s
5	1	2	1	3	16	1198	467	74	16	96.839020	curve.
2	1	3	0	0	0	149	655	881	53	-1	
3	1	3	1	0	0	149	655	881	53	-1	
4	1	3	1	1	0	149	655	881	53	-1	
5	1	3	1	1	1	149	655	277	52	93.291672	TERMS
5	1	3	1	1	2	453	655	58	53	90.586105	&
5	1	3	1	1	3	535	655	495	53	93.274422	CONDITIONS
2	1	4	0	0	0	148	888	663	381	-1	
3	1	4	1	0	0	148	888	663	381	-1	
4	1	4	1	1	0	148	888	586	27	-1	
5	1	4	1	1	1	148	888	45	21	96.993416	The
5	1	4	1	1	2	202	888	40	21	96.201866	fox
5	1	4	1	1	3	251	888	45	21	96.940926	and
5	1	4	1	1	4	306	888	41	21	96.344589	the
5	1	4	1	1	5	357	888	47	27	96.801468	dog
5	1	4	1	1	6	414	888	97	21	96.490440	free-fall
5	1	4	1	1	7	522	888	32	21	96.972977	off
5	1	4	1	1	8	563	888	41	21	96.097183	the
5	1	4	1	1	9	613	888	63	27	96.097183	edge
5	1	4	1	1	10	686	888	48	21	96.828087	into
4	1	4	1	2	0	150	923	611	28	-1	
5	1	4	1	2	1	150	924	103	27	96.463470	nothing,
5	1	4	1	2	2	263	923	74	22	96.678078	which
5	1	4	1	2	3	349	924	16	21	96.984604	is
5	1	4	1	2	4	374	926	26	19	96.698204	to
5	1	4	1	2	5	410	930	46	20	96.583664	say,
5	1	4	1	2	6	465	924	57	26	96.505585	they
5	1	4	1	2	7	530	930	63	15	96.665894	were
5	1	4	1	2	8	603	924	50	21	96.415154	fine.
5	1	4	1	2	9	663	924	98	27	96.415154	Landing
4	1	4	1	3	0	150	960	642	27	-1	
5	1	4	1	3	1	150	960	115	27	95.584900	promptly
5	1	4	1	3	2	275	966	29	15	96.955978	on
5	1	4	1	3	3	314	960	41	21	96.738655	the
5	1	4	1	3	4	365	960	68	21	96.384842	other
5	1	4	1	3	5	442	960	50	21	96.819351	side
5	1	4	1	3	6	501	960	26	21	96.858688	of
5	1	4	1	3	7	535	960	41	21	96.613815	the
5	1	4	1	3	8	585	960	79	25	96.359016	world,
5	1	4	1	3	9	674	960	56	26	96.686760	they
5	1	4	1	3	10	740	960	52	21	96.726730	look
4	1	4	1	4	0	150	995	639	28	-1	
5	1	4	1	4	1	150	1002	30	21	96.721794	up
5	1	4	1	4	2	191	996	47	21	96.179054	into
5	1	4	1	4	3	248	996	63	21	96.663452	what
5	1	4	1	4	4	322	995	16	22	96.760773	is
5	1	4	1	4	5	348	996	124	21	96.450188	somehow
5	1	4	1	4	6	470	991	15	36	96.887154	a
5	1	4	1	4	7	504	996	63	27	96.698341	giant
5	1	4	1	4	8	577	996	68	25	95.384750	hand,
5	1	4	1	4	9	655	996	134	27	96.536858	impossibly
4	1	4	1	5	0	150	1031	658	28	-1	
5	1	4	1	5	1	150	1031	91	28	96.810226	looking
5	1	4	1	5	2	252	1032	57	21	96.214241	back
5	1	4	1	5	3	319	1034	23	19	96.690186	at
5	1	4	1	5	4	351	1032	72	21	95.875893	them.
5	1	4	1	5	5	431	1032	45	21	95.875893	The
5	1	4	1	5	6	486	1032	60	21	96.683586	hand
5	1	4	1	5	7	558	1032	75	21	96.420135	bends
5	1	4	1	5	8	642	1032	90	21	96.307617	toward
5	1	4	1	5	9	743	1032	65	21	96.307617	them
4	1	4	1	6	0	149	1068	607	27	-1	
5	1	4	1	6	1	149	1068	100	21	96.515442	without
5	1	4	1	6	2	259	1068	138	27	95.820572	beckoning,
5	1	4	1	6	3	407	1068	44	21	96.542877	and
